student_id,query_index,total_queries,is_first_query,time_since_session_start_s,time_since_last_query_s,pre_duration_s,pre_code_edits,pre_code_edit_rate,pre_chars_inserted,pre_chars_deleted,pre_code_deletes,pre_net_code_growth,pre_delete_type_ratio,pre_terminal_runs,pre_terminal_errors,pre_max_consecutive_errors,pre_mean_time_between_runs_s,pre_error_self_fix,pre_error_ai_fix,pre_error_reading_time_s,pre_error_to_edit_s,pre_failed_test_count,pre_failed_test_self_fix,pre_failed_test_ai_fix,pre_failed_test_to_edit_s,pre_longest_idle_s,thinking_time_s,pre_tab_switches,pre_tab_hidden_time_s,pre_response_reading_time_s,pre_chat_to_code_latency_s,pre_time_in_editor_s,pre_time_in_terminal_s,pre_time_in_chat_s,pre_time_in_task_s,pre_time_in_tests_s,implementing_time_s,debugging_time_s,testing_time_s,seeking_help_time_s,thinking_task_s,thinking_llm_s,thinking_error_s,thinking_code_s,query_length_chars,ai_response_length_chars,test_passed_at_query,test_total_at_query,task_completed,final_test_passed,final_test_total,session_duration_s,label_post_query_improvement
11537,5,5,0,381.81,81.07,78.47,36,0.4588,35,0,0,35,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,28.47,51.55,0,0.0,30.91,30.91,18.04,0.0,13.04,0.0,0.0,18.04,0.0,0.0,13.04,0.0,30.91,0.0,16.48,22,511,0,0,1,4,4,719.23,0
11541,1,1,1,285.36,0.0,285.36,63,0.2208,45,17,17,28,0.2698,20,3,1,7.52,3,0,11.69,11.69,9,9,0,11.58,31.21,172.94,0,0.0,0.0,0.0,0.0,65.49,37.62,96.64,12.35,0.0,53.14,12.35,37.62,96.64,16.4,69.2,0.0,21,296,3,4,1,4,4,700.85,
11543,1,21,1,155.21,0.0,155.21,35,0.2255,33,2,2,31,0.0571,1,1,1,0.0,0,0,0.0,0.0,0,0,0,0.0,41.5,113.11,6,71.67,0.0,0.0,14.68,0.0,9.96,44.3,0.0,14.68,0.0,0.0,9.96,44.3,0.0,0.0,86.27,40,123,0,0,1,4,4,814.0,
11543,2,21,0,168.52,13.31,11.88,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,9.81,9.81,0,0.0,11.88,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.43,0.0,11.45,0.0,0.0,56,149,0,0,1,4,4,814.0,0
11543,3,21,0,199.05,30.54,28.56,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,9.1,17.41,2,8.3,28.56,0.0,0.0,0.0,9.25,0.0,0.0,0.0,0.0,0.0,9.25,0.0,19.31,0.0,0.0,48,201,0,0,1,4,4,814.0,0
11543,4,21,0,218.95,19.89,18.68,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,12.22,12.22,0,0.0,18.68,0.0,0.0,0.0,5.97,0.0,0.0,0.0,0.0,0.0,5.97,0.0,12.71,0.0,0.0,38,243,0,0,1,4,4,814.0,0
11543,5,21,0,236.05,17.1,15.3,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,13.2,13.2,0,0.0,15.3,0.0,0.0,0.0,1.66,0.0,0.0,0.0,0.0,0.0,1.66,0.0,13.64,0.0,0.0,12,235,0,0,1,4,4,814.0,0
11543,6,21,0,257.16,21.12,18.5,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,13.04,13.04,0,0.0,18.5,0.0,0.0,0.0,5.03,0.0,0.0,0.0,0.0,0.0,5.03,0.0,13.47,0.0,0.0,10,225,0,0,1,4,4,814.0,0
11543,7,21,0,270.98,13.82,11.28,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,6.46,6.46,0,0.0,11.28,0.0,0.0,0.0,4.35,0.0,0.0,0.0,0.0,0.0,4.35,0.0,6.93,0.0,0.0,20,186,0,0,1,4,4,814.0,0
11543,8,21,0,417.01,146.02,144.32,98,0.6791,82,16,16,66,0.1633,10,4,1,12.11,4,0,7.67,9.02,2,2,0,8.76,14.19,77.26,2,9.03,5.6,5.6,0.0,49.01,11.72,0.0,0.0,0.0,49.01,0.0,11.72,0.0,5.6,77.98,0.0,52,273,2,4,1,4,4,814.0,1
11543,9,21,0,449.84,32.83,30.59,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,10.07,22.93,0,0.0,30.59,0.0,0.0,0.0,10.42,0.0,0.0,0.0,0.0,0.0,10.42,0.0,20.17,0.0,0.0,42,239,2,4,1,4,4,814.0,0
11543,10,21,0,461.73,11.89,9.36,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,7.98,7.98,0,0.0,9.36,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.85,0.0,8.51,0.0,0.0,2,235,2,4,1,4,4,814.0,0
11543,11,21,0,496.04,34.31,32.71,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,13.65,13.65,0,0.0,32.71,0.0,0.0,0.0,17.52,0.0,0.0,0.0,0.0,0.0,17.52,0.0,15.2,0.0,0.0,73,268,2,4,1,4,4,814.0,0
11543,12,21,0,508.81,12.76,11.06,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,9.04,9.04,0,0.0,11.06,0.0,0.0,0.0,1.59,0.0,0.0,0.0,0.0,0.0,1.59,0.0,9.47,0.0,0.0,12,345,2,4,1,4,4,814.0,0
11543,13,21,0,533.2,24.4,21.54,2,0.0928,1,1,1,0,0.5,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,11.12,16.16,0,0.0,11.73,11.73,0.0,0.04,4.27,0.0,0.0,0.0,0.04,0.0,4.27,0.0,11.73,5.49,0.0,30,221,2,4,1,4,4,814.0,0
11543,14,21,0,557.14,23.93,21.31,7,0.3284,5,1,1,4,0.1429,5,0,0,0.0,0,0,0.0,0.0,1,0,0,0.0,8.03,11.59,0,0.0,8.03,8.03,0.0,7.29,5.67,0.0,0.0,0.0,7.29,0.0,5.67,0.0,8.35,0.0,0.0,19,386,2,4,1,4,4,814.0,0
11543,15,21,0,588.18,31.04,28.25,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,26.32,26.32,0,0.0,28.25,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,1.6,0.0,26.65,0.0,0.0,12,371,2,4,1,4,4,814.0,0
11543,16,21,0,617.09,28.9,26.58,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,12.07,12.07,0,0.0,26.58,0.0,0.0,0.0,11.54,0.0,0.0,0.0,0.0,0.0,11.54,0.0,15.04,0.0,0.0,23,407,2,4,1,4,4,814.0,0
11543,17,21,0,635.76,18.68,16.23,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,8.02,8.02,0,0.0,16.23,0.0,0.0,0.0,7.7,0.0,0.0,0.0,0.0,0.0,7.7,0.0,8.53,0.0,0.0,21,417,2,4,1,4,4,814.0,0
11543,18,21,0,687.26,51.5,48.75,3,0.0615,3,0,0,3,0.0,5,0,0,0.0,0,0,0.0,0.0,1,0,0,0.0,10.97,26.2,0,0.0,11.75,11.75,0.0,1.83,26.45,0.0,0.0,0.0,1.83,0.0,26.45,0.0,11.75,8.71,0.0,60,416,3,4,1,4,4,814.0,1
11543,19,21,0,714.16,26.9,23.71,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,9.63,9.63,0,0.0,23.71,0.0,0.0,0.0,13.22,0.0,0.0,0.0,0.0,0.0,13.22,0.0,10.5,0.0,0.0,35,337,3,4,1,4,4,814.0,0
11543,20,21,0,742.1,27.94,24.93,7,0.2808,5,0,0,5,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,7.8,17.2,0,0.0,9.0,9.0,0.0,8.31,1.53,0.0,0.0,0.0,8.31,0.0,1.53,0.0,9.0,6.08,0.0,12,407,3,4,1,4,4,814.0,0
11543,21,21,0,805.9,63.8,61.59,27,0.4384,20,7,7,13,0.2593,13,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,18.05,42.93,2,9.55,15.33,15.33,0.0,10.85,6.17,0.0,0.0,0.0,10.85,0.0,6.17,0.0,15.32,29.24,0.0,24,459,4,4,1,4,4,814.0,1
11544,1,2,1,155.76,0.0,155.76,49,0.3146,42,7,7,35,0.1429,5,2,1,7.44,2,0,7.78,7.78,2,2,0,21.08,22.0,90.3,0,0.0,0.0,0.0,12.45,15.5,16.02,35.22,0.0,12.45,15.5,0.0,16.02,35.22,0.0,49.36,27.22,76,105,3,4,1,4,4,297.32,
11544,2,2,0,163.66,7.9,6.99,2,0.2862,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,5.12,5.12,0,0.0,5.12,5.12,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.0,6.19,0.0,0.0,56,117,3,4,1,4,4,297.32,0
11545,1,7,1,79.3,0.0,79.3,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,23.68,69.18,0,0.0,0.0,0.0,0.0,0.0,0.95,78.35,0.0,0.0,0.0,0.0,0.95,78.35,0.0,0.0,0.0,257,274,0,0,1,4,4,703.91,
11545,2,7,0,119.18,39.88,37.92,17,0.4483,9,8,8,1,0.4706,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,19.39,22.9,0,0.0,21.43,21.43,11.57,0.0,4.92,0.0,0.0,11.57,0.0,0.0,4.92,0.0,21.43,0.0,0.0,25,201,0,0,1,4,4,703.91,0
11545,3,7,0,177.86,58.69,56.94,27,0.4742,27,0,0,27,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,15.91,33.94,0,0.0,11.39,11.39,18.85,0.0,6.03,0.0,0.0,18.85,0.0,0.0,6.03,0.0,11.39,0.0,20.66,26,185,0,0,1,4,4,703.91,0
11545,4,7,0,354.13,176.27,175.07,120,0.6854,93,25,25,68,0.2083,7,5,1,20.54,5,0,9.85,9.85,2,2,0,8.43,16.0,83.12,0,0.0,9.52,9.52,31.07,66.11,1.38,0.0,2.25,31.07,63.86,2.25,1.38,0.0,9.52,52.36,14.63,46,245,3,4,1,4,4,703.91,1
11545,5,7,0,382.95,28.81,26.98,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,21.2,21.2,0,0.0,26.98,0.0,0.0,0.0,5.35,0.0,0.0,0.0,0.0,0.0,5.35,0.0,21.63,0.0,0.0,18,284,3,4,1,4,4,703.91,0
11545,6,7,0,422.2,39.26,37.1,14,0.3773,1,13,13,-12,0.9286,5,0,0,0.0,0,0,0.0,0.0,1,0,0,0.0,15.27,25.41,0,0.0,10.9,10.9,0.0,4.4,4.35,0.0,0.0,0.0,4.4,0.0,4.35,0.0,10.9,17.45,0.0,21,289,3,4,1,4,4,703.91,0
11545,7,7,0,492.21,70.01,68.19,44,0.6452,32,12,12,20,0.2727,13,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,25.21,40.09,0,0.0,26.02,26.02,0.0,22.77,2.99,0.0,0.0,0.0,22.77,0.0,2.99,0.0,26.02,16.41,0.0,18,361,4,4,1,4,4,703.91,1
11546,1,1,1,269.26,0.0,269.26,69,0.2563,56,13,13,43,0.1884,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,30.5,165.84,0,0.0,0.0,0.0,48.93,0.0,68.87,86.05,0.0,48.93,0.0,0.0,68.87,86.05,0.0,0.0,65.41,150,355,0,0,1,4,4,382.75,
11549,1,1,1,100.88,0.0,100.88,16,0.1586,15,0,0,15,0.0,1,0,0,0.0,0,0,0.0,0.0,1,0,0,0.0,16.38,72.1,0,0.0,0.0,0.0,10.77,2.84,11.48,50.78,2.84,10.77,0.0,2.84,11.48,50.78,0.0,0.0,25.02,50,167,3,4,1,4,4,390.21,
11550,1,1,1,249.8,0.0,249.8,161,0.6445,128,33,33,95,0.205,20,0,0,4.22,0,0,0.0,0.0,3,3,0,6.05,33.2,152.48,2,7.28,0.0,0.0,77.02,58.55,5.61,46.54,0.0,77.02,58.55,0.0,5.61,46.54,0.0,50.14,11.95,38,286,4,4,1,4,4,452.24,
11554,1,2,1,156.08,0.0,156.08,50,0.3204,39,9,9,30,0.18,4,1,1,33.09,1,0,21.4,21.4,2,1,0,4.32,17.83,92.6,0,0.0,0.0,0.0,0.0,32.51,9.81,71.06,1.94,0.0,30.57,1.94,9.81,71.06,0.0,42.7,0.0,24,142,3,4,1,4,4,610.5,
11554,2,2,0,275.19,119.11,118.05,58,0.4913,49,8,8,41,0.1379,1,1,1,0.0,0,0,0.0,0.0,0,0,0,0.0,12.75,62.98,0,0.0,39.8,39.8,0.0,29.07,26.16,0.0,0.0,0.0,29.07,0.0,26.16,0.0,33.95,28.87,0.0,83,330,3,4,1,4,4,610.5,0
11556,1,8,1,82.66,0.0,82.66,20,0.242,19,1,1,18,0.05,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,20.33,61.45,0,0.0,0.0,0.0,4.85,0.0,7.33,50.17,0.0,4.85,0.0,0.0,7.33,50.17,0.0,0.0,20.31,40,272,0,0,1,4,4,576.01,
11556,2,8,0,98.86,16.2,13.7,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,6.97,6.97,0,0.0,13.7,0.0,0.0,0.0,6.38,0.0,0.0,0.0,0.0,0.0,6.38,0.0,7.32,0.0,0.0,28,277,0,0,1,4,4,576.01,0
11556,3,8,0,121.58,22.72,18.44,14,0.7593,14,0,0,14,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,4.22,4.22,0,0.0,7.5,7.5,8.14,0.0,2.8,0.0,0.0,8.14,0.0,0.0,2.8,0.0,7.5,0.0,0.0,14,215,0,0,1,4,4,576.01,0
11556,4,8,0,146.45,24.88,22.75,1,0.044,1,0,0,1,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,10.78,15.1,0,0.0,15.1,15.1,3.17,0.0,4.48,0.0,0.0,3.17,0.0,0.0,4.48,0.0,15.1,0.0,0.0,26,254,0,0,1,4,4,576.01,0
11556,5,8,0,159.4,12.95,11.31,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,4.89,4.89,0,0.0,11.31,0.0,0.0,0.0,4.98,0.0,0.0,0.0,0.0,0.0,4.98,0.0,6.33,0.0,0.0,11,290,0,0,1,4,4,576.01,0
11556,6,8,0,208.05,48.65,46.46,11,0.2367,11,0,0,11,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,24.45,30.16,0,0.0,6.03,6.03,4.16,0.0,11.5,0.0,0.0,4.16,0.0,0.0,11.5,0.0,6.03,0.0,24.77,21,306,0,0,1,4,4,576.01,0
11556,7,8,0,230.53,22.48,20.08,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,4.92,12.92,0,0.0,20.08,0.0,0.0,0.0,12.92,0.0,0.0,0.0,0.0,0.0,12.92,0.0,7.16,0.0,0.0,17,300,0,0,1,4,4,576.01,0
11556,8,8,0,302.64,72.11,70.07,9,0.1284,9,0,0,9,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,40.31,62.34,0,0.0,64.07,64.07,4.75,0.0,1.24,0.0,0.0,4.75,0.0,0.0,1.24,0.0,64.07,0.0,0.0,13,316,0,0,1,4,4,576.01,0
11558,1,3,1,100.16,0.0,100.16,10,0.0998,1,5,5,-3,0.5,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,24.72,71.08,6,15.08,0.0,0.0,43.28,0.0,4.42,26.11,0.0,43.28,0.0,0.0,4.42,26.11,0.0,0.0,26.35,23,276,0,0,1,4,4,180.76,
11558,2,3,0,113.58,13.42,11.13,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,4.5,4.5,0,0.0,11.13,0.0,0.0,0.0,6.19,0.0,0.0,0.0,0.0,0.0,6.19,0.0,4.94,0.0,0.0,38,391,0,0,1,4,4,180.76,0
11558,3,3,0,125.98,12.41,10.02,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,1.42,0.0,0,0.0,10.02,0.0,0.0,0.0,7.82,0.0,0.0,0.0,0.0,0.0,7.82,0.0,2.2,0.0,0.0,53,570,0,0,1,4,4,180.76,0
11559,1,2,1,105.45,0.0,105.45,25,0.2371,22,3,3,19,0.12,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,25.01,74.19,0,0.0,0.0,0.0,19.25,0.0,9.06,65.25,0.0,19.25,0.0,0.0,9.06,65.25,0.0,0.0,11.89,38,141,0,0,0,0,0,135.06,
11559,2,2,0,118.09,12.64,11.26,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,5.63,5.63,0,0.0,11.26,0.0,0.0,0.0,4.09,0.0,0.0,0.0,0.0,0.0,4.09,0.0,7.17,0.0,0.0,19,207,0,0,0,0,0,135.06,0
11562,1,10,1,135.11,0.0,135.11,89,0.6587,67,22,22,45,0.2472,2,2,1,22.32,2,0,16.14,16.14,0,0,0,0.0,18.51,75.24,0,0.0,0.0,0.0,18.29,26.54,13.48,44.48,0.0,18.29,26.54,0.0,13.48,44.48,0.0,18.61,13.71,47,328,0,0,1,4,4,614.07,
11562,2,10,0,166.08,30.97,28.69,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,11.81,14.92,0,0.0,28.69,0.0,0.0,0.0,15.87,0.0,0.0,0.0,0.0,0.0,15.87,0.0,12.82,0.0,0.0,53,543,0,0,1,4,4,614.07,0
11562,3,10,0,216.16,50.09,45.75,13,0.2842,12,1,1,11,0.0769,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,21.6,25.34,0,0.0,22.44,22.44,0.0,6.61,10.5,0.0,0.0,0.0,6.61,0.0,10.5,0.0,22.44,6.2,0.0,43,349,0,0,1,4,4,614.07,0
11562,4,10,0,246.76,30.6,27.76,2,0.072,2,0,0,2,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,11.67,11.67,0,0.0,13.44,13.44,0.0,3.96,10.35,0.0,0.0,0.0,3.96,0.0,10.35,0.0,13.44,0.0,0.0,42,402,0,0,1,4,4,614.07,0
11562,5,10,0,278.99,32.23,27.18,5,0.184,3,1,1,2,0.2,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,15.96,15.96,0,0.0,16.74,16.74,0.0,8.05,2.38,0.0,0.0,0.0,8.05,0.0,2.38,0.0,16.74,0.0,0.0,14,427,0,0,1,4,4,614.07,0
11562,6,10,0,322.97,43.98,40.78,3,0.0736,0,3,3,-3,1.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,22.41,22.41,0,0.0,23.2,23.2,0.0,2.16,15.43,0.0,0.0,0.0,2.16,0.0,15.43,0.0,23.2,0.0,0.0,80,355,0,0,1,4,4,614.07,0
11562,7,10,0,354.88,31.91,28.54,2,0.0701,2,0,0,2,0.0,1,0,0,0.0,0,0,0.0,0.0,1,0,0,0.0,10.66,17.73,0,0.0,11.7,11.7,0.0,2.73,3.91,0.0,0.0,0.0,2.73,0.0,3.91,0.0,11.7,10.2,0.0,21,402,2,4,1,4,4,614.07,1
11562,8,10,0,439.18,84.29,80.31,78,0.9712,57,21,21,36,0.2692,8,0,0,8.44,0,0,0.0,0.0,3,2,0,7.9,11.22,39.6,0,0.0,9.24,9.24,0.0,37.61,8.67,0.0,2.89,0.0,34.72,2.89,8.67,0.0,9.24,24.79,0.0,18,405,3,4,1,4,4,614.07,1
11562,9,10,0,507.32,68.15,65.48,8,0.1222,4,4,4,0,0.5,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,26.39,56.24,0,0.0,56.24,56.24,0.0,5.21,4.03,0.0,0.0,0.0,5.21,0.0,4.03,0.0,56.24,0.0,0.0,11,298,3,4,1,4,4,614.07,0
11562,10,10,0,530.45,23.13,19.92,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,15.35,15.35,0,0.0,19.92,0.0,0.0,0.0,3.87,0.0,0.0,0.0,0.0,0.0,3.87,0.0,16.05,0.0,0.0,27,307,3,4,1,4,4,614.07,0
11565,1,14,1,203.41,0.0,203.41,112,0.5506,70,41,41,29,0.3661,5,3,1,6.36,3,0,8.37,8.37,0,0,0,0.0,20.09,98.81,0,0.0,0.0,0.0,45.78,55.18,10.3,49.17,0.0,45.78,55.18,0.0,10.3,49.17,0.0,37.8,5.17,38,414,0,0,1,4,4,1021.88,
11565,2,14,0,241.21,37.8,34.78,4,0.115,1,2,2,-1,0.5,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,12.38,22.6,0,0.0,12.38,12.38,0.0,2.48,8.58,0.0,0.0,0.0,2.48,0.0,8.58,0.0,12.8,10.91,0.0,29,390,0,0,1,4,4,1021.88,0
11565,3,14,0,295.43,54.22,51.35,13,0.2532,11,1,1,10,0.0769,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,11.89,22.88,0,0.0,18.05,18.05,0.0,19.23,5.29,0.0,0.0,0.0,19.23,0.0,5.29,0.0,18.05,8.78,0.0,17,506,0,0,1,4,4,1021.88,0
11565,4,14,0,377.46,82.03,79.27,35,0.4415,22,10,10,13,0.2857,3,2,1,10.5,2,0,5.88,5.88,1,0,0,0.0,8.77,35.41,0,0.0,10.63,10.63,0.0,40.81,1.64,0.0,0.0,0.0,40.81,0.0,1.64,0.0,10.63,26.18,0.0,2,341,0,4,1,4,4,1021.88,0
11565,5,14,0,447.79,70.34,68.08,27,0.3966,17,10,10,7,0.3704,2,2,1,28.72,1,0,21.53,21.53,0,0,0,0.0,13.83,35.04,2,9.51,13.94,13.94,0.0,24.57,8.02,0.0,0.0,0.0,24.57,0.0,8.02,0.0,13.94,21.55,0.0,29,302,0,4,1,4,4,1021.88,0
11565,6,14,0,489.81,42.02,40.41,24,0.594,23,1,1,22,0.0417,1,0,0,0.0,0,0,0.0,0.0,1,1,0,3.57,9.46,26.32,0,0.0,6.54,6.54,0.0,28.28,2.01,0.0,0.0,0.0,28.28,0.0,2.01,0.0,6.54,3.58,0.0,9,271,2,4,1,4,4,1021.88,1
11565,7,14,0,521.58,31.77,30.09,11,0.3656,2,9,9,-7,0.8182,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,7.07,11.37,2,1.27,14.78,14.78,0.0,3.73,11.59,0.0,0.0,0.0,3.73,0.0,11.59,0.0,14.78,0.0,0.0,37,288,2,4,1,4,4,1021.88,0
11565,8,14,0,544.81,23.23,19.95,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,7.73,7.73,0,0.0,19.95,0.0,0.0,0.0,11.78,0.0,0.0,0.0,0.0,0.0,11.78,0.0,8.17,0.0,0.0,13,344,2,4,1,4,4,1021.88,0
11565,9,14,0,588.31,43.5,41.44,10,0.2413,5,5,5,0,0.5,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,13.92,29.36,2,1.81,19.51,19.51,0.0,9.35,0.17,0.0,0.0,0.0,9.35,0.0,0.17,0.0,19.51,12.41,0.0,1,314,2,4,1,4,4,1021.88,0
11565,10,14,0,629.54,41.24,38.46,20,0.52,17,3,3,14,0.15,1,1,1,0.0,0,0,0.0,0.0,0,0,0,0.0,9.69,17.06,0,0.0,12.74,12.74,0.0,25.55,0.17,0.0,2.44,0.0,23.11,2.44,0.17,0.0,12.74,0.0,0.0,1,231,2,4,1,4,4,1021.88,0
11565,11,14,0,649.06,19.51,18.04,8,0.4434,0,8,8,-8,1.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,6.84,6.84,2,1.49,6.86,6.86,0.0,5.08,6.1,0.0,0.0,0.0,5.08,0.0,6.1,0.0,6.86,0.0,0.0,23,336,2,4,1,4,4,1021.88,0
11565,12,14,0,745.41,96.35,93.69,104,1.11,75,28,28,47,0.2692,2,0,0,53.48,0,0,0.0,0.0,2,1,0,1.71,15.38,43.16,2,15.38,9.42,9.42,0.0,55.769999999999996,0.18,0.0,2.41,0.0,53.36,2.41,0.18,0.0,9.42,28.31,0.0,1,312,3,4,1,4,4,1021.88,1
11565,13,14,0,790.31,44.9,42.5,12,0.2824,1,11,11,-10,0.9167,1,1,1,0.0,0,0,0.0,0.0,0,0,0,0.0,16.5,32.6,2,16.5,32.61,32.61,0.0,9.66,0.22,0.0,2.64,0.0,7.02,2.64,0.22,0.0,32.61,0.0,0.0,1,303,3,4,1,4,4,1021.88,0
11565,14,14,0,870.55,80.24,78.38,71,0.9058,46,25,25,21,0.3521,22,0,0,0.92,0,0,0.0,0.0,2,1,0,4.11,20.18,41.51,4,8.58,30.17,30.17,0.0,33.07,0.22,0.0,0.0,0.0,33.07,0.0,0.22,0.0,30.17,14.92,0.0,1,383,3,4,1,4,4,1021.88,0
11566,1,6,1,173.37,0.0,173.37,161,0.9286,126,34,34,92,0.2112,2,0,0,35.43,0,0,0.0,0.0,2,2,0,2.56,13.25,70.92,2,13.25,0.0,0.0,32.96,42.89,20.54,30.18,5.14,32.96,37.75,5.14,20.54,30.18,0.0,8.85,37.95,41,235,2,4,1,4,4,526.37,
11566,2,6,0,203.63,30.26,28.17,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,8.12,13.05,0,0.0,28.17,0.0,0.0,0.0,14.74,0.0,0.0,0.0,0.0,0.0,14.74,0.0,13.43,0.0,0.0,69,362,2,4,1,4,4,526.37,0
11566,3,6,0,222.52,18.89,16.67,4,0.2399,2,2,2,0,0.5,1,0,0,0.0,0,0,0.0,0.0,1,0,0,0.0,6.31,6.31,0,0.0,6.56,6.56,0.0,5.83,4.29,0.0,2.03,0.0,3.8,2.03,4.29,0.0,6.56,0.0,0.0,19,266,3,4,1,4,4,526.37,1
11566,4,6,0,317.32,94.8,92.76,93,1.0026,84,9,9,75,0.0968,2,2,1,23.88,1,0,20.02,20.02,0,0,0,0.0,16.73,32.05,0,0.0,6.29,6.29,0.0,44.49,12.86,0.0,2.85,0.0,41.64,2.85,12.86,0.0,6.29,29.12,0.0,76,192,3,4,1,4,4,526.37,0
11566,5,6,0,399.71,82.39,80.41,59,0.7337,45,13,13,32,0.2203,11,1,1,2.5,1,0,22.37,22.37,1,0,0,0.0,13.01,43.25,2,11.33,7.1,7.1,0.0,25.25,12.16,0.0,0.0,0.0,25.25,0.0,12.16,0.0,7.1,35.91,0.0,42,212,3,4,1,4,4,526.37,0
11566,6,6,0,413.32,13.61,12.19,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,9.08,9.08,0,0.0,12.19,0.0,0.0,0.0,2.75,0.0,0.0,0.0,0.0,0.0,2.75,0.0,9.44,0.0,0.0,18,235,3,4,1,4,4,526.37,0
11567,1,5,1,244.29,0.0,244.29,166,0.6795,141,25,25,116,0.1506,29,3,1,7.04,3,0,4.46,4.46,0,0,0,0.0,26.31,135.73,0,0.0,0.0,0.0,0.84,123.92999999999999,11.92,31.06,2.32,0.84,121.61,2.32,11.92,31.06,0.0,76.55,0.0,45,249,4,4,1,4,4,2521.98,
